sample,mean_COI,median_COI,sd_COI,Quartile_0.025,Quartile_0.975,,region,country
QC0146-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0147-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0148-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0149-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0150-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0151-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0152-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0153-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0154-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0155-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0156-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0157-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0159-C,2,2,0,2,2,Ploidy2,South East Asia West,Myanmar
QC0160-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0161-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0162-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0163-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0164-C,2,2,0,2,2,Ploidy2,South East Asia West,Myanmar
QC0165-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0166-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0167-C,2,2,0,2,2,Ploidy2,South East Asia West,Myanmar
QC0168-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0169-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0170-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0171-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0172-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0173-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0174-C,2,2,0.30411,2,3,Ploidy2,South East Asia West,Myanmar
QC0175-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0176-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0177-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0179-C,2,2,0,2,2,Ploidy2,South East Asia West,Myanmar
QC0179-Cx,2,2,0,2,2,Ploidy2,South East Asia West,Myanmar
QC0198-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0198-Cx,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0210-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0222-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0223-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0225-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0227-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0228-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0229-C,2,2,0,2,2,Ploidy2,South East Asia West,Myanmar
QC0230-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0231-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0232-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0233-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0235-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0239-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0242-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0243-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0244-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0245-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0246-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0248-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0250-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0251-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0253-C,2,2,0,2,2,Ploidy2,South East Asia West,Myanmar
QC0254-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0255-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0256-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0257-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0258-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0259-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0260-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0261-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0262-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0263-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0264-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0265-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0266-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0267-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0268-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0275-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0276-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0277-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0278-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0279-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0280-C,2,2,0,2,2,Ploidy2,South East Asia West,Myanmar
QC0281-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0282-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0283-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0284-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0285-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0287-C,2,2,0,2,2,Ploidy2,South East Asia West,Myanmar
QC0289-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0291-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0295-C,2,2,0,2,2,Ploidy2,South East Asia West,Myanmar
QC0296-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0297-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0298-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0299-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0300-C,2,2,0,2,2,Ploidy2,South East Asia West,Myanmar
QC0301-C,2,2,0,2,2,Ploidy2,South East Asia West,Myanmar
QC0302-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0303-C,2,2,0,2,2,Ploidy2,South East Asia West,Myanmar
QC0305-C,2,2,0,2,2,Ploidy2,South East Asia West,Myanmar
QC0306-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0307-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0308-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0309-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0311-C,2,2,0,2,2,Ploidy2,South East Asia West,Myanmar
QC0313-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0314-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0317-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0318-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0319-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0320-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0321-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0322-C,2,2,0,2,2,Ploidy2,South East Asia West,Myanmar
QC0323-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0324-C,2,2,0,2,2,Ploidy2,South East Asia West,Myanmar
QC0325-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0326-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0327-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0328-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0329-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0330-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0331-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0332-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0333-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0334-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0335-C,2,2,0,2,2,Ploidy2,South East Asia West,Myanmar
QC0336-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0337-C,2,2,0,2,2,Ploidy2,South East Asia West,Myanmar
QC0338-C,2,2,0,2,2,Ploidy2,South East Asia West,Myanmar
QC0339-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0340-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0341-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0342-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0343-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0344-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0345-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0346-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0347-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0348-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0349-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0350-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0351-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0353-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0354-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0357-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0358-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0359-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0361-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0362-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0363-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0364-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0365-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0366-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0367-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0368-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0369-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0370-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QC0372-C,1,1,0,1,1,Ploidy2,South East Asia West,Myanmar
QE0347-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0348-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0349-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0350-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0351-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0352-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0353-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0354-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0355-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0356-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0357-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0358-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0359-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0360-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0361-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0362-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0363-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0364-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0365-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0366-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0367-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0368-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0369-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0370-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0371-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0372-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0373-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0374-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0375-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0376-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0377-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0378-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0379-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0380-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0381-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0382-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0383-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0384-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0385-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0386-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0387-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0388-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0389-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0390-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0391-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0392-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0393-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0395-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0396-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0397-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0398-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0399-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0400-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0401-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0402-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0403-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0404-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0405-Cx,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0407-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0408-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0409-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0410-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0411-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0412-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0413-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0414-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0415-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0416-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0417-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0418-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0419-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0420-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0421-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0422-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0423-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0424-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0425-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0426-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0427-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0428-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0429-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0430-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0431-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0432-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0433-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0434-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0435-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0436-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0437-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0438-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0439-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0440-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0441-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0442-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0443-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0444-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0445-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0446-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0447-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0448-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0449-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0451-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0452-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0453-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0454-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0455-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0456-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0457-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0458-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0459-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0460-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0461-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0463-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0464-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0465-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0466-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0467-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0468-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0469-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0470-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0471-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0472-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0473-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0474-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0475-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0476-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0478-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0479-C,2,2,0,2,2,Ploidy2,South East Asia East,Laos
QE0481-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0482-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QE0483-C,1,1,0,1,1,Ploidy2,South East Asia East,Laos
QG0007-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0008-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0009-C,2,2,0.03162,2,2,Ploidy2,Central Africa,DRC
QG0010-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0011-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0012-C,2,2,0.32158,2,3,Ploidy2,Central Africa,DRC
QG0013-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0014-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0015-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0016-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0017-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0018-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0019-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0020-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0021-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0023-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0024-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0025-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0026-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0027-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0028-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0029-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0030-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0031-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0032-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0033-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0034-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0035-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0036-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0037-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0038-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0039-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0040-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0041-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0042-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0043-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0044-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0045-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0046-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0047-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0048-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0049-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0050-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0051-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0052-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0053-C,3,3,0.34507,2,3,Ploidy2,Central Africa,DRC
QG0054-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0055-C,4,4,0,4,4,Ploidy2,Central Africa,DRC
QG0056-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0057-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0058-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0059-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0060-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0061-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0062-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0063-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0064-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0065-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0066-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0067-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0068-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0069-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0070-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0071-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0072-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0073-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0074-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0075-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0076-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0077-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0078-C,4,4,0.39329,4,5,Ploidy2,Central Africa,DRC
QG0079-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0080-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0081-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0082-C,3,3,0.49626,3,4,Ploidy2,Central Africa,DRC
QG0083-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0084-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0085-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0086-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0087-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0088-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0089-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0090-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0091-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0092-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0093-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0094-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0095-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0096-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0097-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0098-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0099-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0100-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0101-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0102-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0103-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0104-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0105-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0106-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0107-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0108-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0109-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0110-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0111-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0112-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0113-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0114-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
