sample,mean_COI,median_COI,sd_COI,Quartile_0.025,Quartile_0.975,,region,country
QG0115-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0116-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0117-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0118-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0119-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0120-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0121-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0122-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0123-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0124-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0125-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0126-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0127-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0128-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0129-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0130-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0131-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0132-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0133-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0134-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0135-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0136-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0137-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0138-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0139-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0140-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0141-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0142-C,3,3,0.43608,3,4,Ploidy2,Central Africa,DRC
QG0143-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0144-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0145-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0146-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0147-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0148-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0149-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0150-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0151-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0152-C,3,3,0.49428,2,3,Ploidy2,Central Africa,DRC
QG0153-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0154-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0155-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0156-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0157-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0158-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0159-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0160-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0161-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0162-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0163-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0164-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0165-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0166-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0167-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0168-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0169-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0170-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0171-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0172-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0173-C,4,4,0,4,4,Ploidy2,Central Africa,DRC
QG0174-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0175-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0176-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0177-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0178-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0179-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0180-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0181-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0182-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0183-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0184-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0185-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0186-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0187-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0188-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0189-C,3,3,0.19606,2,3,Ploidy2,Central Africa,DRC
QG0190-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0191-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0192-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0193-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0194-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0195-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0196-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0197-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0198-C,3,3,0.21598,2,3,Ploidy2,Central Africa,DRC
QG0200-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0201-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0202-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0203-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0204-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0205-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0206-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0207-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0208-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0209-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0210-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0211-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0212-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0213-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0214-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0215-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0216-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0217-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0218-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0219-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0220-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0221-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0222-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0223-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0224-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0225-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0226-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0228-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0229-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0230-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0231-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0232-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0233-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0234-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0235-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0236-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0237-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0238-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0239-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0240-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0241-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0243-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0244-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0245-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0246-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0247-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0248-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0249-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0250-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0251-C,4,4,0,4,4,Ploidy2,Central Africa,DRC
QG0252-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0253-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0254-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0255-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0256-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0257-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0258-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0259-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0260-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0261-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0262-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0263-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0264-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0265-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0266-C,4,4,0.05472,4,4,Ploidy2,Central Africa,DRC
QG0267-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0268-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0269-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0270-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0271-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0272-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0273-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0274-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0275-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0276-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0277-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0278-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0279-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0280-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0281-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0282-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0284-C,4,4,0,4,4,Ploidy2,Central Africa,DRC
QG0285-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0286-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0287-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0288-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0289-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0290-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0291-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0292-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0293-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0294-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0295-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0296-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0297-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0298-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0299-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0300-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0303-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0304-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0307-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0308-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0309-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0312-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0313-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0314-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0316-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0320-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0325-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0328-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0330-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0333-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0334-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0335-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0337-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0340-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0344-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0345-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0347-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0348-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0349-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0350-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0351-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0352-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0353-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0354-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0355-C,2,2,0.14676,2,2,Ploidy2,Central Africa,DRC
QG0356-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0357-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0358-C,1,1,0.21387,1,2,Ploidy2,Central Africa,DRC
QG0359-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0360-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0362-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0363-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0364-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0366-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0367-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0369-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0380-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0383-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0386-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0396-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0397-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0398-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0399-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0400-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0404-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0406-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0410-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0411-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0412-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0413-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0414-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0417-C,2,2,0.44521,2,3,Ploidy2,Central Africa,DRC
QG0419-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0420-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0422-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0423-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0424-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0426-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0430-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0431-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0435-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0436-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0438-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0439-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0441-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0442-C,3,3,0,3,3,Ploidy2,Central Africa,DRC
QG0443-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0444-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0445-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0447-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QG0448-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0449-C,2,2,0,2,2,Ploidy2,Central Africa,DRC
QG0450-C,1,1,0,1,1,Ploidy2,Central Africa,DRC
QJ0004-C,2,2,0,2,2,Ploidy2,Central West Africa,Nigeria
QJ0005-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0006-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0007-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0008-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0009-C,2,2,0,2,2,Ploidy2,Central West Africa,Nigeria
QJ0010-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0015-C,3,3,0,3,3,Ploidy2,Central West Africa,Nigeria
QJ0018-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0019-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0062-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0081-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0092-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0094-C,2,2,0,2,2,Ploidy2,Central West Africa,Nigeria
QJ0095-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0125-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0126-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0154-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0155-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0156-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0158-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0159-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0160-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0161-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0162-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0163-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0164-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0165-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0167-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0168-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0169-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0170-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0172-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0173-C,2,2,0,2,2,Ploidy2,Central West Africa,Nigeria
QJ0174-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QJ0175-C,1,1,0,1,1,Ploidy2,Central West Africa,Nigeria
QM0005-C,1,1,0,1,1,Ploidy2,East Africa,Madagascar
QM0006-C,1,1,0,1,1,Ploidy2,East Africa,Madagascar
QM0007-C,1,1,0,1,1,Ploidy2,East Africa,Madagascar
QM0008-C,1,1,0,1,1,Ploidy2,East Africa,Madagascar
QM0009-C,1,1,0,1,1,Ploidy2,East Africa,Madagascar
QM0011-C,1,1,0,1,1,Ploidy2,East Africa,Madagascar
QM0012-C,1,1,0,1,1,Ploidy2,East Africa,Madagascar
QM0013-C,1,1,0,1,1,Ploidy2,East Africa,Madagascar
QM0020-C,1,1,0,1,1,Ploidy2,East Africa,Madagascar
QM0027-C,1,1,0,1,1,Ploidy2,East Africa,Madagascar
QM0030-C,1,1,0,1,1,Ploidy2,East Africa,Madagascar
QM0035-C,1,1,0,1,1,Ploidy2,East Africa,Madagascar
QM0036-C,1,1,0,1,1,Ploidy2,East Africa,Madagascar
QM0037-C,1,1,0,1,1,Ploidy2,East Africa,Madagascar
QM0038-C,2,2,0,2,2,Ploidy2,East Africa,Madagascar
QM0041-C,2,2,0,2,2,Ploidy2,East Africa,Madagascar
QM0056-C,2,2,0,2,2,Ploidy2,East Africa,Madagascar
QM0057-C,1,1,0,1,1,Ploidy2,East Africa,Madagascar
QM0077-C,1,1,0,1,1,Ploidy2,East Africa,Madagascar
QM0121-C,2,2,0,2,2,Ploidy2,East Africa,Madagascar
QM0124-C,1,1,0,1,1,Ploidy2,East Africa,Madagascar
QM0125-C,1,1,0,1,1,Ploidy2,East Africa,Madagascar
QM0126-C,1,1,0,1,1,Ploidy2,East Africa,Madagascar
QM0132-C,1,1,0,1,1,Ploidy2,East Africa,Madagascar
QM0134-C,1,1,0,1,1,Ploidy2,East Africa,Madagascar
QP0001-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0002-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0003-C,3,3,0,3,3,Ploidy2,Central West Africa,Cameroon
QP0004-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0005-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0006-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0007-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0008-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0009-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0010-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0011-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0012-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0013-C,3,3,0,3,3,Ploidy2,Central West Africa,Cameroon
QP0014-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0015-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0016-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0017-C,2,2,0.32975,1,2,Ploidy2,Central West Africa,Cameroon
QP0018-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0019-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0020-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0021-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0022-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0023-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0024-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0025-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0026-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0027-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0028-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0029-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0030-C,3,3,0,3,3,Ploidy2,Central West Africa,Cameroon
QP0031-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0032-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0033-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0034-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0035-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0036-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0037-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0038-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0039-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0040-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0041-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0042-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0043-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0044-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0045-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0047-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0048-C,3,3,0.42669,3,4,Ploidy2,Central West Africa,Cameroon
QP0050-C,5,5,0,5,5,Ploidy2,Central West Africa,Cameroon
QP0051-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0054-C,3,3,0,3,3,Ploidy2,Central West Africa,Cameroon
QP0055-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0056-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0057-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0058-C,3,3,0,3,3,Ploidy2,Central West Africa,Cameroon
QP0060-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0061-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0062-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0063-C,3,3,0,3,3,Ploidy2,Central West Africa,Cameroon
QP0064-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0065-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0066-C,2,2,0.27902,2,3,Ploidy2,Central West Africa,Cameroon
QP0068-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0069-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0070-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0071-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0072-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0073-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0074-C,3,3,0,3,3,Ploidy2,Central West Africa,Cameroon
QP0075-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0076-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0077-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0078-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0079-C,2,2,0,2,2,Ploidy2,Central West Africa,Cameroon
QP0080-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0081-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0083-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
QP0084-C,1,1,0,1,1,Ploidy2,Central West Africa,Cameroon
